,Unnamed: 0,avg_vol_3m,change,company_name,last_price,market_cap,pe_ratio_ttm,percent_change,sector_name,symbol,volume,Apr_1_2024,Mar_1_2024,Feb_1_2024,Jan_1_2024,Dec_1_2023,Nov_1_2023,Oct_1_2023,Sep_1_2023,Aug_1_2023,Jul_1_2023,Jun_1_2023,May_1_2023,Apr_1_2023,Mar_1_2023,Feb_1_2023,Jan_1_2023,Dec_1_2022,Nov_1_2022,Oct_1_2022,Sep_1_2022,Aug_1_2022,Jul_1_2022,Jun_1_2022,May_1_2022,Apr_1_2022,Mar_1_2022,Feb_1_2022,Jan_1_2022,Dec_1_2021,Nov_1_2021,Oct_1_2021,Sep_1_2021,Aug_1_2021,Jul_1_2021,Jun_1_2021,May_1_2021,Apr_1_2021,Mar_1_2021,Feb_1_2021,Jan_1_2021,Dec_1_2020,Nov_1_2020,Oct_1_2020,Sep_1_2020,Aug_1_2020,Jul_1_2020,Jun_1_2020,May_1_2020,Apr_1_2020,Mar_1_2020,Feb_1_2020,Jan_1_2020,Dec_1_2019,Nov_1_2019,Oct_1_2019,Sep_1_2019,Aug_1_2019,Jul_1_2019,Jun_1_2019,May_1_2019,3m_change,3m_rolling_avg,3m_volatility,6m_change,6m_rolling_avg,6m_volatility,12m_change,12m_rolling_avg,12m_volatility,recommendation
685,685,2.644M,-0.39,"CF Industries Holdings, Inc.",78.86,14804072448,10.02,-0.49%,Basic Materials,CF,82371,78.8,83.21,80.72,75.51,79.5,75.15,79.78,85.74,77.07,82.08,69.42,61.51,71.58,72.49,85.89,84.7,85.2,108.19,106.26,96.25,103.46,95.49,85.73,98.77,96.83,103.06,81.19,68.87,70.78,60.59,56.8,55.82,45.42,47.25,51.45,53.17,48.63,45.38,45.28,41.38,38.71,37.3,27.61,30.71,32.63,31.33,28.14,29.37,27.5,27.2,36.86,40.28,47.74,46.21,45.35,49.2,48.19,49.56,46.71,40.24,-2.3785926660059484,80.91,1.8053808462482355,4.856952761144366,78.815,2.821635164226583,28.109250528369373,77.37416666666667,6.27945652947415,Buy
686,686,"591,059",-1.18,RPM International Inc.,106.75,13745449984,24.60,-1.09%,Basic Materials,RPM,16925,107.88,118.95,115.35,106.66,111.63,102.93,91.27,94.81,99.74,103.31,89.73,79.79,82.03,87.24,88.63,89.91,97.45,103.62,94.57,83.31,93.16,90.4,78.72,88.1,82.9,81.44,84.57,88.61,101.0,91.04,87.2,77.65,82.29,86.59,88.68,93.53,94.84,91.85,79.64,82.47,90.78,88.01,84.67,82.84,84.77,81.59,75.06,74.78,66.41,59.5,64.11,71.37,76.76,73.73,72.43,68.81,67.67,67.83,61.11,53.52,-6.475942782834849,114.05999999999999,4.610444664021034,4.809093558729223,110.56666666666665,5.4020078571665255,35.20491289635291,101.83749999999998,10.926228477841745,Buy
687,687,3.428M,-2.53,Albemarle Corporation,112.74,13249768448,8.44,-2.19%,Basic Materials,ALB,292356,112.29,131.74,137.85,114.74,144.48,121.27,126.78,170.04,198.71,212.28,223.09,193.53,185.46,221.04,254.31,281.45,216.86,277.99,279.87,264.44,267.96,244.31,208.98,260.42,192.83,221.15,195.89,220.74,233.77,266.49,250.47,218.97,236.74,206.04,168.46,167.08,168.17,146.11,157.21,162.66,147.52,135.97,93.21,89.28,91.01,82.46,77.21,76.52,61.43,56.37,81.85,80.28,73.04,65.38,60.74,69.52,61.73,72.96,70.41,63.3,-18.541893362350372,127.29333333333334,10.89825776086353,-7.404964129628095,127.06166666666667,11.869023291277545,-41.97798790885134,157.23333333333332,38.5179971643848,Sell
688,688,1.122M,-1.17,Eastman Chemical Company,95.19,11194630144,12.71,-1.21%,Basic Materials,EMN,44262,97.06,100.22,87.74,83.55,89.82,83.83,74.73,76.72,85.01,85.58,83.72,77.09,84.27,84.34,85.2,88.17,81.44,86.62,76.81,71.05,91.0,95.93,89.77,110.16,102.67,112.06,118.47,118.93,120.91,104.29,104.03,100.74,113.16,112.72,116.75,125.4,115.39,110.12,109.26,98.35,100.28,97.4,80.84,78.12,73.11,74.63,69.64,68.08,60.51,46.58,61.51,71.27,79.26,78.37,76.04,73.83,65.37,75.35,77.83,64.92,10.622293138819247,95.00666666666666,5.297781506337244,15.781939639747112,90.37,6.3018780269588435,25.90478661304968,85.42250000000001,7.346970038730251,Sell
690,690,"459,030",19.05,"EMCOR Group, Inc.",357.945,16846646272,26.87,+5.62%,Industrials,EME,165909,332.59,350.2,313.52,228.11,215.43,212.52,206.65,210.39,224.25,215.04,184.78,164.84,171.0,162.59,167.22,148.25,148.11,154.9,141.1,115.48,118.92,116.37,102.96,105.63,106.48,112.63,115.54,119.21,127.39,119.34,121.49,115.38,121.5,121.81,123.19,126.11,119.8,112.16,97.37,88.3,91.46,86.18,68.19,67.71,75.01,68.5,66.14,63.55,63.53,61.32,76.92,82.17,86.3,88.93,87.71,86.12,87.44,84.39,88.1,80.56,6.08254656800204,332.1033333333333,14.978500889237512,56.49821193299452,275.39500000000004,57.88711680215784,101.7653482164523,238.19333333333338,57.11209012887629,Sell
691,691,"389,248",-2.59,IDEX Corporation,222.055,16808541184,29.14,-1.15%,Industrials,IEX,64646,229.89,244.02,235.9,211.5,217.11,201.68,191.41,208.02,226.4,225.81,215.26,199.16,206.32,231.03,224.98,239.68,228.33,237.49,222.31,199.85,201.21,208.75,181.63,191.55,189.82,191.73,191.9,215.44,236.32,224.59,222.57,206.95,224.0,226.69,220.05,222.66,224.2,209.32,195.17,186.19,199.2,193.15,170.39,182.41,180.23,164.82,158.04,159.37,153.63,138.11,148.0,163.85,172.0,162.74,155.53,163.88,164.71,168.22,172.14,152.71,-2.5476896990250184,236.60333333333332,5.789947226779273,13.98750495834985,223.35000000000002,14.585792173664526,15.4298051817634,217.17999999999998,15.112842221104541,Sell
692,692,"280,498",-15.07,Lennox International Inc.,452.78,16128974848,26.23,-3.22%,Industrials,LII,61635,459.29,488.76,471.21,428.16,447.52,406.66,370.54,374.44,376.81,367.44,326.07,275.51,281.91,251.28,254.83,260.62,239.23,260.43,233.57,222.67,240.12,239.53,206.59,208.9,213.19,257.86,266.93,283.62,324.36,309.02,299.28,294.17,335.18,329.43,350.8,349.93,335.34,311.59,279.77,275.49,273.97,287.83,271.66,272.61,280.33,268.14,232.99,213.84,186.68,181.79,228.13,232.98,243.97,255.85,247.36,242.97,253.78,256.48,275.0,264.11,-2.5296576897773733,473.08666666666664,12.104038811717157,12.942015442876112,450.26666666666665,27.078807006382096,66.70538274472797,399.3675,60.303217593121296,Sell
693,693,8.042M,-2.47,Southwest Airlines Co.,26.825,16048190464,35.30,-8.45%,Industrials,LUV,9149045,29.73,29.19,34.27,29.89,28.88,25.57,22.23,27.07,31.6,34.16,36.21,29.87,30.29,32.54,33.58,35.77,33.67,39.91,36.35,30.84,36.7,38.12,36.12,45.86,46.72,45.8,43.8,44.76,42.84,44.4,47.28,51.43,49.78,50.52,53.09,61.46,62.78,61.06,58.13,43.94,46.61,46.34,39.53,37.5,37.58,30.89,34.18,32.1,31.25,35.61,46.19,54.98,53.98,57.64,56.13,54.01,52.32,51.53,50.78,47.6,-13.247738546833974,31.063333333333333,2.2781473954851035,16.269065310911223,29.588333333333335,2.54415943333397,-0.46869768998995837,29.889166666666668,3.7317365446784807,Sell
694,694,1.118M,-10.68,Textron Inc.,83.33,16031609856,18.23,-11.37%,Industrials,TXT,1076270,93.77,95.93,89.07,84.71,80.42,76.66,76.0,78.14,77.71,77.77,67.63,61.87,66.94,70.63,72.53,72.85,70.8,71.38,68.44,58.26,62.38,65.64,61.07,65.29,69.25,74.38,73.13,68.06,77.2,70.8,73.85,69.81,72.67,69.01,68.77,68.47,64.24,56.08,50.34,45.26,48.33,45.1,35.8,36.09,39.43,34.94,32.91,30.97,26.36,26.67,40.6,45.93,44.6,46.24,46.09,48.96,45.0,49.3,53.04,45.3,5.276748624677223,92.92333333333333,2.8638590902642047,22.31933211583616,86.75999999999999,6.891700322368447,51.5597219977372,79.97333333333333,9.445195721753056,Buy
695,695,1.201M,-0.94,"Expeditors International of Washington, Inc.",111.93,15880965120,22.34,-0.83%,Industrials,EXPD,115725,114.09,121.57,119.6,126.33,127.2,120.34,109.25,114.63,116.71,127.3,121.13,110.31,113.84,110.12,104.56,108.15,103.92,116.06,97.85,88.31,102.89,106.25,97.46,108.84,99.07,103.16,103.36,114.48,134.29,121.62,123.26,119.13,124.64,128.25,126.6,125.69,109.86,107.69,91.84,89.52,95.11,89.37,88.37,90.52,88.39,84.51,76.04,76.37,71.61,66.72,70.42,73.04,78.02,74.76,72.94,74.29,71.1,76.35,75.86,69.59,-4.607023411371229,118.42,3.165638429553609,-5.1936180821007145,121.52166666666666,4.390988562448729,3.4267065542561883,119.03833333333334,5.931317775634311,Hold
696,696,2.176M,-1.19,Masco Corporation,68.55,15097726976,16.80,-1.71%,Industrials,MAS,328824,72.02,78.88,76.76,67.29,66.98,60.55,52.09,53.45,59.01,60.68,57.38,48.32,53.51,49.72,52.43,53.2,46.67,50.78,46.27,46.69,50.87,55.38,50.6,56.69,52.69,51.0,56.04,63.33,70.22,65.9,65.55,55.55,60.72,59.71,58.91,60.31,63.88,59.9,53.22,54.31,54.93,53.67,53.6,55.13,58.3,57.16,50.21,46.65,41.04,34.57,41.32,47.52,47.99,46.55,46.25,41.68,40.73,40.77,39.24,34.92,-6.17509119332987,75.88666666666666,2.8678602166462412,18.94302229562345,70.41333333333334,6.236643506103441,49.048013245033104,62.78416666666667,9.314774517161194,Buy
697,697,"216,612",-3.45,Nordson Corporation,256.605,14675805184,29.98,-1.33%,Industrials,NDSN,16754,260.52,274.54,265.65,251.72,264.16,235.34,212.59,223.17,244.14,251.61,248.18,217.93,216.31,222.26,219.64,243.3,237.72,236.49,225.0,212.27,227.17,230.99,202.44,217.88,215.69,227.08,226.49,232.54,255.27,254.19,254.21,238.15,238.6,226.13,219.51,221.69,211.41,198.68,192.41,178.99,200.95,203.81,193.43,191.82,186.49,193.63,189.71,188.35,160.91,135.07,145.3,168.86,162.84,165.83,156.81,146.26,135.96,141.66,141.31,125.62,-1.9311123658949731,266.9033333333333,5.791846759789928,10.699413614345193,258.655,12.427992262093936,19.542972514110023,245.79583333333332,19.044180851524057,Sell
699,699,"353,746",-2.45,Snap-on Incorporated,271.14,14294094848,14.22,-0.90%,Industrials,SNA,14993,268.56,296.22,275.66,289.93,288.84,274.69,257.94,255.06,268.6,272.44,288.19,248.86,259.41,246.89,248.68,248.73,228.49,240.6,222.05,201.35,217.86,224.05,197.03,221.88,212.49,205.48,210.18,208.25,215.38,205.91,203.23,208.95,224.95,217.98,223.43,254.62,237.6,230.74,203.11,179.99,171.14,175.85,157.53,147.13,148.27,145.87,138.51,129.69,130.29,108.82,144.75,159.63,169.4,160.46,162.67,156.54,148.68,152.61,165.64,155.92,-2.575636653848952,280.1466666666667,11.729351597121175,-2.2316065382795136,282.31666666666666,9.878786475181162,7.9160974041629775,273.74916666666667,14.379979403284585,Sell
701,701,"698,762",-5.27,Graco Inc.,84.08,14168153088,28.99,-5.90%,Industrials,GGG,281548,88.2,93.46,91.26,85.3,86.76,80.78,74.35,72.88,78.94,79.33,86.35,76.49,79.29,73.01,69.54,68.32,67.26,69.97,69.58,59.95,63.84,67.16,59.41,63.3,62.02,69.72,72.09,72.56,80.62,72.89,75.18,69.97,78.42,78.08,75.7,75.72,76.8,71.62,69.35,68.94,72.35,67.74,61.9,61.35,58.02,53.24,47.99,48.21,44.66,48.73,49.32,53.15,52.0,48.31,45.2,46.04,45.57,48.08,50.18,47.22,-3.353057199211048,90.97333333333334,2.1569319774984885,9.185441941074526,87.62666666666667,4.09469032881473,15.309190743888102,82.84166666666668,6.387007428278827,Buy
702,702,2.328M,0.1,AngloGold Ashanti plc,22.02,9242454016,220.20,+0.46%,Basic Materials,AU,270641,22.03,22.2,18.61,17.62,18.69,19.25,17.84,15.8,17.0,22.2,21.09,24.2,26.58,24.19,16.66,21.02,19.42,18.33,13.05,13.82,13.48,14.71,14.79,17.18,20.42,23.69,23.24,18.58,20.98,20.94,18.48,15.99,17.08,20.05,18.58,23.77,20.58,21.97,19.96,23.46,22.62,21.67,23.14,26.38,29.51,32.19,29.49,24.56,24.39,16.63,17.45,20.36,22.34,19.04,22.08,18.27,22.75,17.06,17.81,13.29,18.377216550241815,20.94666666666667,1.6537297911757602,14.441558441558447,19.733333333333334,1.7516341576431484,-8.966942148760323,19.710833333333333,2.4631668583801263,Buy
703,703,"317,546",-3.97,Eagle Materials Inc.,249.16,8583611904,17.57,-1.57%,Basic Materials,EXP,19111,244.9,271.75,253.55,226.28,202.84,181.05,153.91,166.52,189.32,184.37,186.42,162.93,148.21,146.75,140.32,146.08,132.85,136.34,122.31,107.18,119.62,126.45,109.94,130.56,123.32,128.36,136.83,145.85,166.46,154.22,148.36,131.16,156.84,141.32,142.11,146.76,138.14,134.41,125.38,110.03,101.35,90.99,85.25,86.32,81.77,80.23,70.22,66.76,61.01,58.42,78.93,91.17,90.66,92.03,91.34,90.01,84.19,82.78,92.7,86.06,-3.411555906132915,256.73333333333335,11.190199084714957,35.26650096658381,230.06166666666664,30.73342014629821,50.30994905787761,201.98666666666665,36.7471977011702,Sell
704,704,8.932M,-0.54,Cleveland-Cliffs Inc.,17.78,8453643264,23.71,-2.95%,Basic Materials,CLF,2053006,20.85,22.74,20.8,20.05,20.42,17.16,16.78,15.63,15.29,17.65,16.76,13.88,15.38,18.33,21.33,21.35,16.11,15.48,12.99,13.47,17.27,17.71,15.37,23.18,25.49,32.21,22.36,17.14,21.77,20.35,24.11,19.81,23.47,25.0,21.56,20.12,17.86,20.11,13.34,15.34,14.56,11.01,8.28,6.42,6.58,5.18,5.52,5.22,4.38,3.95,5.81,7.02,8.4,7.99,7.23,7.22,7.94,10.66,10.67,8.7,0.24038461538461878,21.463333333333335,0.902970406799444,21.50349650349651,20.336666666666666,1.655019301666566,50.216138328530256,18.1675,2.6131370834050527,Buy
705,705,4.566M,-0.32,United States Steel Corporation,36.28,8156324352,10.19,-0.87%,Basic Materials,X,247372,38.84,40.78,47.34,47.02,48.65,35.9,33.89,32.48,31.09,25.5,25.01,20.92,22.88,26.1,30.63,28.49,25.05,26.29,20.36,18.12,22.87,23.65,17.91,25.07,30.49,37.74,27.21,20.72,23.81,22.61,26.39,21.97,26.75,26.48,24.0,25.93,23.01,26.17,16.61,17.76,16.77,14.19,9.66,7.34,7.83,6.66,7.22,8.04,7.68,6.31,8.02,9.07,11.41,13.12,11.51,11.55,11.07,15.03,15.31,11.82,-17.955217574989437,42.32,3.636958436202794,8.189415041782745,43.08833333333334,4.822096420530068,85.65965583173997,35.61833333333333,8.844120300453227,Sell
708,708,2.132M,-0.81,FMC Corporation,57.595,7188835328,5.09,-1.38%,Basic Materials,FMC,72992,58.25,63.7,56.39,56.2,63.05,53.66,53.2,66.97,86.23,96.23,104.34,104.08,123.58,122.13,129.15,133.13,124.8,130.64,118.9,105.7,108.08,111.1,107.01,122.58,132.54,131.57,117.25,110.37,109.89,100.19,91.01,91.56,93.63,106.95,108.2,116.69,118.24,110.61,101.69,108.29,114.93,116.01,102.74,105.91,106.86,106.05,99.62,98.41,91.9,81.69,93.1,95.59,99.82,97.96,91.5,87.68,86.33,86.42,82.95,73.45,3.298457173257669,59.446666666666665,3.1019384620301915,8.55385762206486,58.541666666666664,3.673379083199676,-44.03343581860108,71.85833333333333,19.17205120017736,Buy
709,709,"294,229",-3.3,"UFP Industries, Inc.",110.38,6791670272,13.68,-2.90%,Basic Materials,UFPI,31386,112.58,123.01,114.63,113.45,125.55,109.63,95.17,102.4,104.35,102.76,97.05,78.1,78.52,79.47,85.53,93.55,79.25,81.86,71.23,72.16,79.39,92.21,68.14,77.2,77.37,77.16,85.75,79.86,92.01,83.28,81.83,67.98,75.08,74.26,74.34,79.52,84.04,75.84,61.0,53.94,55.55,53.65,49.91,56.51,59.35,58.22,49.51,45.73,41.12,37.19,46.86,47.9,47.7,49.6,50.36,39.88,39.1,40.43,38.06,32.25,-1.7883625577946414,116.74000000000001,4.511858449316279,2.690869287603761,116.47500000000001,5.768326591539932,44.148527528809225,106.55666666666666,12.43737065817727,Buy
710,710,2.034M,-0.54,Axalta Coating Systems Ltd.,30.57,6729679872,25.26,-1.74%,Basic Materials,AXTA,203888,31.28,34.39,32.73,32.42,33.97,31.47,26.23,26.9,28.3,32.0,32.81,29.01,31.57,30.29,29.8,30.1,25.47,26.84,23.32,21.06,25.75,25.22,22.11,27.16,25.37,24.58,27.04,29.61,33.12,30.32,31.19,29.19,30.54,30.1,30.49,32.44,31.89,29.58,27.34,26.99,28.55,28.61,25.11,22.17,23.85,22.2,22.55,23.11,19.74,17.27,24.92,28.81,30.4,28.47,29.49,30.15,28.88,29.63,29.77,23.51,-4.430186373357763,32.800000000000004,1.2706166481935715,-0.6037496027963067,32.71,1.1602442271636892,7.824887969665631,30.959166666666665,2.5931109319802643,Buy
711,711,1.018M,-0.55,"Summit Materials, Inc.",38.38,6733924864,16.06,-1.41%,Basic Materials,SUM,32025,38.79,44.57,42.71,36.18,38.46,34.69,32.9,31.14,37.41,36.18,37.85,31.63,27.41,28.49,29.54,32.86,28.39,29.78,25.91,23.56,27.94,27.05,22.9,26.85,27.34,30.54,30.7,34.97,39.47,36.68,35.05,31.44,33.11,33.04,34.27,34.24,28.31,27.55,27.25,20.19,19.74,18.68,17.39,16.26,14.64,14.47,15.81,14.94,14.86,14.75,19.21,21.6,23.5,23.47,22.55,21.83,20.63,18.13,18.93,13.75,-9.178178412549757,42.02333333333333,2.409112330760487,11.818968002306145,39.233333333333334,3.447862461809572,22.636737274739172,36.87583333333334,3.9010435747658887,Buy
714,714,"340,811",-10.84,Pool Corporation,366.55,14106896384,27.44,-2.87%,Industrials,POOL,188427,365.88,403.5,398.12,371.25,398.71,347.32,315.77,356.1,365.6,384.74,374.64,316.23,351.32,342.44,356.86,385.61,302.33,329.41,304.23,318.21,339.19,357.7,351.23,398.62,405.22,422.85,458.58,476.25,566.0,554.12,515.16,434.41,494.3,477.82,458.66,436.55,422.52,345.24,334.77,354.18,372.5,346.11,349.83,334.54,327.84,316.7,271.87,269.02,211.66,196.77,210.96,219.3,212.38,206.45,207.4,201.7,196.38,189.37,191.0,179.78,-8.098060886164978,389.1666666666667,16.61199834122581,5.343775192905679,380.7966666666667,20.69927427605991,15.700597666255565,366.4883333333333,27.996516400358733,Sell
715,715,"301,337",1.72,"Saia, Inc.",529.55,14042818560,39.97,+0.33%,Industrials,SAIA,45432,522.62,585.0,575.4,450.58,438.22,390.39,358.49,398.65,426.2,423.14,342.41,284.16,297.77,272.08,270.87,272.78,209.68,243.59,198.86,190.0,206.83,237.85,188.0,197.59,205.96,243.82,287.23,284.28,337.03,331.18,312.64,238.03,240.13,226.0,209.49,230.16,234.5,230.58,200.53,176.75,180.8,174.54,147.66,126.14,134.2,119.45,111.18,108.44,92.52,73.54,87.31,87.1,93.12,94.9,89.2,93.7,85.54,76.3,64.67,59.0,-9.172749391727491,561.0066666666667,27.424953762748416,33.871256948180026,493.7016666666666,72.40771975801721,83.91751126126124,432.93833333333333,86.98677656530458,Sell
716,716,11.527M,-0.2,CNH Industrial N.V.,11.2,13947920384,6.36,-1.75%,Industrials,CNHI,2994057,11.5,12.96,11.95,12.0,12.18,10.74,10.98,12.1,13.78,14.36,14.4,12.83,14.1,15.27,16.47,17.72,16.06,16.04,12.94,11.17,12.23,12.92,11.59,14.93,14.19,15.86,14.33,15.13,19.43,16.36,17.11,16.61,16.49,16.84,16.72,17.16,14.84,15.64,14.84,12.75,12.84,10.88,7.77,7.82,7.9,6.79,7.03,6.15,6.24,5.61,9.3,9.42,11.0,10.75,10.91,10.15,10.26,10.11,10.28,8.67,-3.765690376569032,12.136666666666665,0.6104825049818294,7.076350093109868,11.888333333333334,0.6732116226632522,-10.366328916601715,12.481666666666667,1.163592378035462,Buy
719,719,1.707M,-1.18,Pentair plc,77.81,12918404096,20.64,-1.49%,Industrials,PNR,128503,79.2,85.44,77.79,73.17,72.71,64.54,58.12,64.75,70.26,69.5,64.6,55.47,58.08,55.27,55.94,55.38,44.98,45.77,42.95,40.63,44.5,48.89,45.77,50.17,50.75,54.21,57.91,63.7,73.03,73.69,73.97,72.63,77.16,73.67,67.49,68.97,64.51,62.32,55.93,54.46,53.09,51.82,49.76,45.77,45.14,42.85,37.99,39.14,34.59,29.76,39.39,42.93,45.87,44.35,41.47,37.8,35.92,38.81,37.2,34.82,1.8125723100655566,80.81,3.324123944740926,22.71459559962813,75.47500000000001,6.4687524557161185,42.77988101676583,69.62916666666668,8.359463158932849,Buy
720,720,"285,106",-11.59,"Lincoln Electric Holdings, Inc.",226.02,12843654144,24.15,-4.90%,Industrials,LECO,73710,235.16,255.44,256.6,222.22,217.46,198.06,174.8,181.79,192.46,200.71,198.63,169.66,167.8,169.1,167.93,166.87,144.49,147.88,142.0,125.72,136.69,141.44,123.36,135.82,134.73,137.81,127.46,127.84,139.47,134.96,142.4,128.79,139.61,139.43,131.71,128.58,128.05,122.94,118.11,114.5,116.25,115.0,101.82,92.04,96.71,90.39,84.24,82.17,80.51,69.0,81.89,89.18,96.73,92.26,89.57,86.76,82.56,84.52,82.32,75.94,-8.355416991426354,249.0666666666667,9.84489489814674,18.731697465414516,230.82333333333335,20.877641682484693,38.60662501473535,208.58249999999998,27.955624694922008,Sell
721,721,"743,137",-0.56,AECOM,93.45,12711442432,103.83,-0.60%,Industrials,ACM,50053,92.65,98.08,88.83,88.19,92.43,88.86,76.55,83.04,87.75,87.0,84.69,78.05,83.05,84.32,86.36,87.27,84.93,85.0,75.28,68.37,73.15,72.0,65.22,69.85,70.56,76.81,72.66,69.13,77.35,68.94,68.37,63.15,65.56,62.96,63.32,65.01,66.43,64.11,57.89,50.1,49.78,51.89,44.84,41.84,39.51,36.19,37.58,38.77,36.26,29.85,44.94,48.23,43.13,43.33,40.01,37.56,35.48,35.95,37.85,31.9,4.300348981200053,93.18666666666667,3.7953158264131615,4.2651361692550145,91.50666666666666,3.4287542279311247,18.705957719410645,87.17666666666666,5.7944590390782444,Buy
722,722,"85,788",-1.15,U-Haul Holding Company,63.83,12281658368,19.70,-1.77%,Industrials,UHAL,4699,63.71,67.54,64.38,66.26,71.8,56.61,49.12,54.57,56.97,60.86,55.32,52.77,61.06,59.65,64.21,67.03,60.19,63.3,57.52,50.92,52.57,53.71,47.82,49.0,53.55,59.69,57.76,60.9,72.62,70.46,73.7,64.6,66.11,58.8,58.94,57.5,59.66,61.26,57.47,46.24,45.4,41.42,34.72,35.6,35.49,31.77,30.22,32.25,28.01,29.06,32.25,37.13,37.58,36.22,40.5,39.0,35.16,38.7,37.85,36.82,-1.0406958682820668,65.21,1.6701097768310555,12.54195371842431,65.05,4.595374486009455,20.731476217547844,59.99250000000001,6.529894237275211,Buy
725,725,1.37M,-0.31,nVent Electric plc,73.22,12151226368,21.73,-0.42%,Industrials,NVT,108947,71.17,75.4,67.32,60.04,59.09,53.25,48.13,52.99,56.54,52.88,51.67,43.38,41.93,42.94,45.84,39.75,38.47,40.01,36.5,31.61,32.96,35.31,31.33,35.4,33.78,34.78,33.93,34.59,38.0,34.83,35.45,32.33,34.36,31.61,31.24,32.54,30.45,27.91,26.26,22.38,23.29,23.0,18.05,17.69,19.12,18.16,18.73,18.33,18.65,16.87,24.01,24.9,25.58,24.71,23.06,22.04,20.26,24.79,24.79,23.06,5.7189542483660265,71.29666666666667,3.2998619499744106,33.652582159624416,64.37833333333333,7.603559290811699,64.06177962194559,57.654999999999994,9.10234173166444,Buy
726,726,"889,885",-0.96,Commercial Metals Company,52.745,6103018496,9.16,-1.78%,Basic Materials,CMC,33123,55.1,58.77,54.0,52.22,50.04,45.33,42.29,49.41,56.29,57.22,52.66,42.75,46.69,48.9,51.75,54.27,48.3,49.22,45.5,35.48,40.51,39.62,33.1,39.73,41.0,41.62,38.55,33.44,36.29,30.9,32.18,30.46,32.62,32.8,30.72,31.47,29.22,30.84,25.15,19.69,20.54,19.91,20.65,19.98,20.87,20.68,20.4,17.16,15.94,15.79,18.26,20.55,22.27,21.36,19.33,17.38,15.67,17.51,17.85,13.35,2.0370370370370394,55.95666666666667,2.0393844387189226,21.553055371718514,52.57666666666666,4.19973279573303,28.888888888888893,51.339999999999996,5.28549430044154,Buy
727,727,1.281M,-0.26,Element Solutions Inc,23.555,5701817344,49.07,-1.11%,Basic Materials,ESI,81710,23.7,24.98,23.5,22.23,23.14,20.96,18.23,19.61,20.62,20.96,19.2,17.93,18.15,19.31,20.54,20.48,18.19,19.56,17.2,16.27,18.67,19.76,17.8,21.29,20.62,21.9,24.58,22.44,24.28,22.87,22.71,21.68,22.73,23.39,23.38,23.39,21.88,18.29,18.05,17.03,17.73,13.81,11.72,10.51,10.75,10.86,10.85,10.89,10.25,8.36,10.39,11.7,11.68,11.69,10.86,10.18,9.33,10.02,10.34,9.46,0.8510638297872309,24.060000000000002,0.6556421788343602,13.072519083969459,23.085000000000004,1.2510762033811793,32.18070273284997,21.255000000000003,2.18155334566909,Buy
729,729,"40,970",-32.48,NewMarket Corporation,550.77,5281504256,13.63,-5.57%,Basic Materials,NEU,12615,588.51,634.62,641.67,557.81,545.83,530.51,482.15,455.04,469.64,451.7,402.12,389.82,399.6,364.98,343.5,344.51,311.11,316.02,304.34,300.83,287.21,310.8,300.96,329.52,324.61,324.38,317.76,338.07,342.72,331.3,340.01,338.77,349.73,315.91,321.98,343.23,346.59,380.16,378.98,392.19,398.29,369.76,357.69,342.32,372.49,374.81,400.48,436.13,411.44,382.87,388.59,439.62,486.52,493.97,485.49,472.09,474.75,421.61,400.94,387.0,-8.284632287624476,621.6,23.57451590171047,10.9328759118584,583.1583333333333,42.63869151239152,50.96967831306757,512.4516666666667,80.5473157874026,Sell
730,730,"319,030",-1.82,Cabot Corporation,91.58,5075803136,11.92,-1.95%,Basic Materials,CBT,4167,92.72,92.2,84.95,72.1,83.5,75.9,66.48,69.27,72.46,71.0,66.89,68.48,71.76,76.64,79.53,75.33,66.84,73.62,73.48,63.89,71.97,74.26,63.79,75.61,65.85,68.41,73.16,54.99,56.2,52.48,53.35,50.12,53.4,55.06,56.93,63.58,54.88,52.44,49.23,43.91,44.88,41.41,38.01,36.03,37.01,36.48,37.05,35.72,33.89,26.12,37.38,39.85,47.52,46.99,43.59,45.32,40.0,44.72,47.71,39.94,9.146556798116535,89.95666666666666,3.5466071423576384,22.160737812911716,83.56166666666667,7.643058760877234,35.39719626168223,76.32916666666667,9.152723145175004,Buy
731,731,"423,195",-1.2,Ashland Inc.,94.83,4750509056,32.59,-1.25%,Basic Materials,ASH,8173,95.67,97.37,93.64,93.62,84.31,79.92,76.63,81.68,86.63,91.36,86.91,84.88,101.61,102.71,101.78,109.27,107.53,111.87,104.92,94.97,101.76,100.47,103.05,107.02,104.97,98.41,92.28,96.04,107.66,101.07,96.01,89.12,91.11,85.07,87.5,94.84,86.21,88.77,84.12,79.99,79.2,75.17,69.77,70.92,73.69,75.48,69.1,67.16,61.69,50.07,71.54,73.98,76.53,71.7,77.37,77.05,73.24,79.48,79.97,74.87,2.1678769756514322,95.56,1.524751345848454,19.707207207207205,90.755,6.368963154758133,12.712064090480688,87.71833333333332,6.33297301606617,Buy
